   ,CUSTOMER_CODE,ORDER_COUNT,SALES_VALUE_LAKHS
1270,000000009009715,6,0.44
3111,000000009002760,6,47.44
1264,000000009002755,6,22.99
716,000000009016361,6,8.32
2026,000000009016703,6,50.11
731,000000009010316,6,43.61
3194,000000009016560,6,117.38
1347,000000009014762,6,36.11
2247,000000009016856,6,84.34
3176,000000009013064,6,51.05
3002,000000009002439,6,50.56
1348,000000009016900,6,63.11
691,000000009014947,6,25.12
1937,000000009001544,6,51.39
2262,000000009017891,6,106.25
785,000000009006600,6,130.85
1941,000000009013871,6,140.73
1250,000000009017332,6,23.17
2239,000000009004679,6,34.74
1330,000000009014960,6,37.54
3033,000000009017865,6,110.66
3148,000000009004603,6,78.23
3164,000000009015019,6,56.39
769,000000009015456,6,182.68
1964,000000009014810,6,39.69
3169,000000009012141,6,161.51
3165,000000009017012,6,121.34
1970,000000009012786,6,149.22
3481,000000009004778,6,8.85
3641,000000009002737,6,189.87
233,000000009012052,6,25.68
3519,000000009018301,6,123.54
68,000000009013783,6,113.6
1496,000000009013995,6,110.7
3516,000000009017733,6,126.04
3488,000000009016441,6,111.38
3592,000000009001556,6,82.69
1673,000000009003565,6,70.2
1148,000000009015944,6,9.8
3659,000000009006047,6,74.61
1628,000000009012195,6,76.08
1004,000000009005021,6,31.39
77,000000009000104,6,24.88
1509,000000009005810,6,97.84
1682,000000009004489,6,114.92
1007,000000009000854,6,17.68
1715,000000009000173,6,51.77
3622,000000009008919,6,31.74
3507,000000009010052,6,16.11
2554,000000009016642,6,45.85
1074,000000009014885,6,62.79
3505,000000009017438,6,81.6
46,000000009000545,6,193.37
2406,000000009009608,6,33.17
1081,000000009010164,6,35.04
1559,000000009015823,6,122.68
1569,000000009016171,6,188.17
34,000000009013452,6,125.4
3597,000000009013741,6,91.39
1606,000000009007661,6,85.89
1188,000000009015770,6,55.7
1187,000000009015233,6,107.77
196,000000009015935,6,34.26
3602,000000009004518,6,74.73
267,000000009012928,6,16.43
3440,000000009014930,6,158.02
3433,000000009012311,6,121.46
269,000000009017599,6,24.03
1768,000000009007032,6,8.04
3445,000000009015273,6,175.97
264,000000009018124,6,171.51
109,000000009014640,6,109.92
2510,000000009011506,6,59.68
3426,000000009005696,6,96.32
3539,000000009013236,6,2.49
1162,000000009013631,6,62.25
2634,000000009015377,6,99.46
2574,000000009012134,6,89.36
3669,000000009015203,6,67.45
270,000000009011250,6,70.17
1644,000000009016214,6,21.28
3688,000000009014813,6,7.78
3530,000000009018374,6,93.61
2598,000000009007257,6,22.57
1666,000000009017734,6,108.47
2523,000000009014357,6,146.22
2609,000000009014112,6,29.91
260,000000009017158,6,86.15
2533,000000009016837,6,4.91
3098,000000009017193,5,41.93
111,000000009014942,5,67.13
1753,000000009016655,5,39.07
2034,000000009012761,5,17.93
734,000000009014169,5,67.79
1278,000000009001503,5,32.01
3565,000000009013786,5,10.9
1290,000000009010080,5,145.01
1216,000000009007281,5,54.12
2592,000000009014514,5,83.58
2202,000000009017624,5,72.42
2906,000000009011036,5,39.99
1563,000000009017068,5,46.88
711,000000009016255,5,44.74
3701,000000009015068,5,62.86
3590,000000009018353,5,35.19
2196,000000009017181,5,41.63
3581,000000009013855,5,117.4
1451,000000009010849,5,89.78
839,000000009017848,5,48.7
97,000000009007455,5,20.78
1747,000000009014395,5,81.64
2027,000000009008416,5,19.36
710,000000009016739,5,39.19
845,000000009010923,5,19.3
1662,000000009016806,5,21.22
2126,000000009017723,5,69.52
6,000000009011101,5,8.75
2133,000000009009741,5,170.56
668,000000009000905,5,3.55
3718,000000009010687,5,31.37
3652,000000009014145,5,40.84
1001,000000009013433,5,24.32
1671,000000009018142,5,57.22
592,000000009013453,5,47.8
1222,000000009012640,5,30.94
1642,000000009016045,5,95.74
2148,000000009006771,5,21.42
1639,000000009015722,5,38.07
662,000000009016789,5,71.16
2952,000000009014671,5,52.25
2146,000000009008566,5,42.89
1225,000000009013592,5,56.31
1584,000000009006677,5,78.8
2143,000000009002219,5,31.15
3690,000000009014733,5,9.99
2159,000000009016599,5,95.5
1517,000000009013088,5,44.36
1252,000000009017475,5,19.09
3631,000000009012775,5,28.57
2920,000000009002150,5,19.82
1498,000000009014564,5,4.97
854,000000009002059,5,24.29
1708,000000009015406,5,30.27
2077,000000009001704,5,53.41
1712,000000009005207,5,11.1
1709,000000009018213,5,31.02
2182,000000009014096,5,41.22
1253,000000009008780,5,23.08
2103,000000009006721,5,298.26
1685,000000009006149,5,24.5
1681,000000009004554,5,46.46
561,000000009014124,5,66.66
1680,000000009011057,5,15.84
3642,000000009015176,5,26.7
1695,000000009014808,5,71.1
3740,000000009015865,5,32.44
2095,000000009015445,5,24
2098,000000009013521,5,19.98
2178,000000009001654,5,37.61
1781,000000009006747,5,45.78
779,000000009016714,5,51.69
3193,000000009008900,5,44.47
259,000000009017393,5,65.48
1186,000000009016089,5,41.86
341,000000009014049,5,109.56
2604,000000009016036,5,126.5
2614,000000009016698,5,81.34
783,000000009016935,5,33.51
1608,000000009011944,5,35.2
215,000000009011381,5,79.52
3198,000000009014258,5,43.69
1815,000000009011419,5,51.6
3171,000000009006176,5,21.04
1333,000000009001280,5,26.66
1567,000000009008281,5,24.89
3441,000000009015335,5,57.66
3506,000000009007684,5,53.99
263,000000009017500,5,28.28
2697,000000009017907,5,19.32
3443,000000009007039,5,114.76
3503,000000009016631,5,62.75
3442,000000009015400,5,67.93
360,000000009018217,5,62.66
361,000000009000074,5,31.83
2607,000000009016263,5,90.38
236,000000009006435,5,118.07
2768,000000009008814,5,44.09
2714,000000009017623,5,34.21
2724,000000009015255,5,9.4
1373,000000009017154,5,104.31
242,000000009015773,5,30.43
2732,000000009002272,5,0.55
2715,000000009018438,5,117.92
787,000000009004969,5,116.12
2834,000000009000633,5,16.41
3206,000000009016011,5,53.83
784,000000009006292,5,88.99
3490,000000009016994,5,57.06
355,000000009016034,5,59.75
3244,000000009015498,5,28.37
824,000000009016404,5,29.67
1196,000000009011018,5,63.46
1195,000000009015854,5,12.52
3221,000000009008418,5,67.09
2658,000000009000280,5,36.86
273,000000009012199,5,21.52
829,000000009013848,5,49.07
2226,000000009010448,5,37.63
3533,000000009005054,5,68.67
3138,000000009016149,5,59.63
395,000000009002000,5,54.65
2662,000000009014065,5,45.15
1316,000000009016186,5,115.15
1629,000000009012842,5,75.28
744,000000009016223,5,49.59
135,000000009005399,5,34.53
815,000000009006732,5,68.02
294,000000009012745,5,63.46
1782,000000009000558,5,33.29
1619,000000009012806,5,64.5
813,000000009013346,5,16.16
2596,000000009010225,5,101.68
1170,000000009013630,5,14.81
2651,000000009017591,5,40.77
2225,000000009014586,5,56.83
2622,000000009017855,5,165.09
2237,000000009014189,5,15.61
159,000000009016109,5,49.74
768,000000009014464,5,49.07
3143,000000009000810,5,22.81
3706,000000009000519,5,48.04
3524,000000009000510,5,33.54
3149,000000009013887,5,64.99
3157,000000009000277,5,74.13
755,000000009000497,5,74.59
1565,000000009009343,5,89.44
1802,000000009013114,5,22.75
1319,000000009014903,5,130.5
750,000000009017079,5,47.4
2648,000000009018303,4,77.58
1226,000000009013326,4,26.63
2679,000000009016730,4,25.96
2170,000000009017440,4,47.46
2281,000000009005160,4,45.14
2707,000000009013981,4,30.34
2461,000000009012194,4,19.73
883,000000009015716,4,40.96
898,000000009016973,4,75.72
2621,000000009009688,4,15.43
886,000000009014330,4,23.19
1207,000000009016768,4,29.41
2447,000000009014418,4,48.29
2706,000000009014755,4,312.73
2653,000000009009717,4,88.97
806,000000009017233,4,8.21
1592,000000009012372,4,11.55
2534,000000009016056,4,30.71
876,000000009001213,4,15.91
2166,000000009016873,4,30.8
1604,000000009004610,4,23.34
721,000000009018361,4,116.48
2392,000000009006958,4,90.63
1149,000000009015522,4,35.71
1123,000000009016705,4,26.45
1178,000000009013483,4,155.29
2601,000000009008754,4,24.44
1089,000000009015066,4,14.99
1117,000000009013688,4,55.93
844,000000009000234,4,7.07
837,000000009001820,4,88.11
2587,000000009000556,4,63.98
2213,000000009013116,4,51.93
2223,000000009014288,4,55.16
2218,000000009007800,4,45.88
1168,000000009013472,4,11.63
1218,000000009017688,4,48.16
2228,000000009000793,4,14.1
2578,000000009004772,4,35.43
2881,000000009012919,4,22.32
834,000000009015914,4,47.21
2748,000000009017309,4,21.72
689,000000009010987,4,29.96
2780,000000009015044,4,56.09
786,000000009000744,4,28.24
1040,000000009013993,4,36.34
2719,000000009010898,4,23.36
2937,000000009013645,4,29.39
2727,000000009000990,4,22.68
1200,000000009001041,4,10.17
1005,000000009012843,4,108.33
781,000000009017526,4,56.33
846,000000009002168,4,18.83
703,000000009015534,4,25.83
776,000000009016770,4,36.23
1219,000000009001573,4,11.05
771,000000009015738,4,117.43
851,000000009007126,4,116.83
696,000000009015339,4,40.09
777,000000009002186,4,47.89
1072,000000009011936,4,5.94
2558,000000009000091,4,27.88
2154,000000009001345,4,22.25
296,000000009017024,4,147.38
1710,000000009004555,4,15.92
3188,000000009017404,4,24.89
1885,000000009001869,4,167.84
3175,000000009007163,4,62.08
1336,000000009015567,4,19.79
1702,000000009017155,4,33.23
3182,000000009015537,4,48.67
1948,000000009014385,4,28.11
1720,000000009014661,4,31.82
1355,000000009015241,4,116.89
1721,000000009012510,4,50.72
3625,000000009013084,4,24.34
3501,000000009017494,4,76.08
3202,000000009015469,4,65.94
298,000000009016251,4,141.95
398,000000009001177,4,43.61
3131,000000009015862,4,178.18
1315,000000009015516,4,41.33
214,000000009013322,4,30.16
3658,000000009016601,4,33.24
1302,000000009017254,4,2.04
3127,000000009016182,4,27.82
218,000000009013827,4,31.73
1506,000000009014474,4,69.06
1510,000000009008819,4,30.61
1499,000000009014146,4,57.67
3160,000000009008945,4,10.7
3146,000000009012682,4,15.36
3646,000000009013292,4,33.22
1683,000000009011339,4,39.3
1325,000000009010838,4,26.01
3212,000000009013904,4,26.23
123,000000009015210,4,23.29
3566,000000009013676,4,18.07
320,000000009010997,4,22.53
362,000000009006146,4,36.74
372,000000009007010,4,35.96
3545,000000009013945,4,10.8
1444,000000009009015,4,50.09
1778,000000009002139,4,24.47
1773,000000009016376,4,136.2
3362,000000009013121,4,79.43
324,000000009013889,4,31.64
119,000000009013268,4,32.47
118,000000009002072,4,0.43
1766,000000009014375,4,13.63
1772,000000009009502,4,4.68
321,000000009007825,4,43.02
1811,000000009018067,4,29.99
1360,000000009015768,4,97.66
1809,000000009016277,4,127.73
3586,000000009012473,4,51
3610,000000009013455,4,80.48
3509,000000009017095,4,33.52
191,000000009017459,4,39.22
1461,000000009011006,4,128.23
1755,000000009017561,4,3.03
378,000000009001430,4,30.93
3570,000000009004713,4,65.72
375,000000009013926,4,28.48
1806,000000009011901,4,45.74
178,000000009002740,4,26.26
380,000000009013692,4,47.65
3531,000000009006011,4,29.04
1529,000000009007994,4,16.37
2984,000000009015659,4,27.76
1245,000000009006544,4,40.17
3672,000000009017539,4,52.3
2996,000000009006890,4,46.35
254,000000009017040,4,64.2
1241,000000009016663,4,160.68
524,000000009013152,4,72.29
2104,000000009010966,4,63.57
3044,000000009017601,4,20.4
3668,000000009017674,4,72.6
3666,000000009005189,4,37.88
1255,000000009018088,4,31.76
442,000000009007874,4,61.46
3011,000000009013293,4,111.22
2078,000000009013508,4,45.36
3671,000000009006231,4,36.7
1237,000000009014910,4,34.93
648,000000009016901,4,14.49
2144,000000009000463,4,69.23
1230,000000009012459,4,41.2
1589,000000009016863,4,68.3
3450,000000009014957,4,70.92
657,000000009007717,4,8.14
652,000000009007613,4,38.91
2954,000000009013777,4,48.3
583,000000009014631,4,28.78
584,000000009010451,4,45.21
1647,000000009016581,4,126.49
1555,000000009016696,4,51.39
1640,000000009016209,4,42.22
619,000000009016190,4,13.43
601,000000009000459,4,56.41
1641,000000009016042,4,43.98
3665,000000009017304,4,67.79
1618,000000009014147,4,23.08
3662,000000009017256,4,91.82
3096,000000009010092,4,46.86
1281,000000009016763,4,42.07
277,000000009007629,4,31.85
240,000000009014628,4,37.51
3088,000000009005951,4,51.51
1295,000000009014587,4,98.34
3112,000000009014165,4,26.48
3116,000000009010837,4,49.16
3110,000000009010547,4,22.76
3099,000000009017199,4,14.12
3472,000000009013539,4,29.08
3107,000000009013530,4,42.88
1272,000000009005537,4,53.79
3067,000000009004767,4,37.89
3663,000000009008714,4,14.06
414,000000009015436,4,61.46
418,000000009001076,4,46.05
2063,000000009018517,4,78.07
426,000000009014090,4,31.85
1262,000000009012768,4,14.61
423,000000009017654,4,19.68
1271,000000009014478,4,5.49
2044,000000009016326,4,25.16
2589,000000009015051,3,39.46
243,000000009015199,3,17.94
142,000000009015896,3,49.39
3532,000000009012525,3,37.25
821,000000009014445,3,13.73
3709,000000009001184,3,72.37
3536,000000009950010,3,2509.79
230,000000009014413,3,28.08
3729,000000009015021,3,23.58
211,000000009004623,3,21.2
129,000000009015610,3,36.19
828,000000009013772,3,13.82
2595,000000009015565,3,70.23
2602,000000009015627,3,8.52
239,000000009015504,3,17.3
3708,000000009001823,3,181.01
247,000000009015619,3,28.64
2535,000000009008020,3,18.45
3639,000000009950056,3,2443.11
3650,000000009011478,3,76.25
3655,000000009015621,3,58.95
3654,000000009015496,3,20.02
3627,000000009002606,3,85.57
3620,000000009017473,3,31.3
850,000000009015852,3,15.99
863,000000009000258,3,18.97
2552,000000009017686,3,58.75
3661,000000009014950,3,12.17
881,000000009015132,3,40.49
2513,000000009015256,3,40.21
2484,000000009015040,3,27.92
921,000000009001884,3,21.7
3681,000000009015864,3,46.96
2527,000000009008157,3,4.86
2530,000000009016922,3,43.28
872,000000009018223,3,34.94
874,000000009013125,3,16.46
2520,000000009011364,3,34.78
3567,000000009015881,3,63.15
2570,000000009018448,3,41.68
3736,000000009014868,3,12.09
3698,000000009016369,3,6.84
2569,000000009018251,3,7.78
2575,000000009006080,3,144.47
2585,000000009013888,3,16
2573,000000009017773,3,62.92
3562,000000009015501,3,22.8
3561,000000009015074,3,38.15
100,000000009014847,3,47.28
70,000000009009663,3,67
3578,000000009016752,3,32.78
3596,000000009011882,3,20.91
3612,000000009016004,3,47.99
3599,000000009006521,3,19.54
90,000000009011110,3,25.39
3572,000000009014765,3,14.05
3575,000000009013522,3,4.48
842,000000009000432,3,32.69
840,000000009011517,3,68.4
820,000000009014131,3,26.46
3185,000000009016732,3,4.21
2848,000000009006244,3,10.58
773,000000009016314,3,9.18
3189,000000009015876,3,35.72
778,000000009001483,3,31.05
392,000000009017819,3,29.83
3168,000000009012082,3,23.34
757,000000009016283,3,20.26
756,000000009018193,3,35.85
3144,000000009018478,3,78.06
3156,000000009012920,3,11.01
3150,000000009002428,3,12.13
761,000000009007644,3,13.64
3199,000000009014252,3,31.06
3271,000000009012897,3,6.33
2787,000000009017560,3,5.47
3260,000000009013870,3,19.29
2761,000000009012895,3,17.47
2765,000000009017207,3,41.13
389,000000009016707,3,35.96
3247,000000009018382,3,65.83
788,000000009013222,3,37.73
3205,000000009007659,3,5.05
3204,000000009015839,3,12.84
3216,000000009016413,3,8.49
789,000000009011131,3,1.55
3213,000000009014665,3,13.48
3142,000000009001680,3,23.04
701,000000009016081,3,45.33
3036,000000009017071,3,31.31
3035,000000009014682,3,8.97
3051,000000009013402,3,42.05
428,000000009018002,3,18.81
3046,000000009013096,3,2.89
3009,000000009015455,3,33.34
607,000000009015299,3,19.26
614,000000009015814,3,35.83
3719,000000009016066,3,52.85
531,000000009012291,3,30.43
2977,000000009002275,3,9.06
580,000000009950011,3,2506.26
3062,000000009012639,3,14.57
740,000000009014822,3,33.17
3121,000000009004922,3,27.28
736,000000009005629,3,20.25
397,000000009014001,3,0.62
3125,000000009015188,3,21.45
3124,000000009013233,3,23.88
3100,000000009018458,3,30.05
411,000000009014211,3,49.09
726,000000009001882,3,14.62
3064,000000009014488,3,3.66
732,000000009012140,3,25.65
730,000000009012931,3,86.38
409,000000009013470,3,28.88
386,000000009011786,3,48.18
300,000000009009873,3,29.52
2649,000000009018166,3,20.22
2650,000000009012890,3,27.17
287,000000009001965,3,17.91
2641,000000009016690,3,61.71
2644,000000009000412,3,4.62
302,000000009014996,3,9.71
305,000000009001203,3,97.18
2660,000000009013719,3,41.08
810,000000009013111,3,67.73
3399,000000009011458,3,23.46
811,000000009002841,3,4.14
2656,000000009001741,3,25.91
3716,000000009011231,3,16.13
3432,000000009014716,3,10.82
271,000000009012138,3,1.98
274,000000009014026,3,25.31
2616,000000009015678,3,29.34
3711,000000009015321,3,54.12
266,000000009005166,3,12.51
2625,000000009009619,3,18.38
278,000000009013943,3,27.86
2631,000000009002113,3,38.74
2633,000000009015087,3,55.85
816,000000009012325,3,23.8
2628,000000009011979,3,146.17
2629,000000009001591,3,20.63
308,000000009013176,3,12.98
364,000000009012079,3,11.84
365,000000009005094,3,48.56
2718,000000009009240,3,33.9
342,000000009012021,3,41.41
347,000000009008860,3,19.58
2709,000000009015580,3,49.8
370,000000009017122,3,25.61
2731,000000009016914,3,14.72
2736,000000009013812,3,4.16
382,000000009008087,3,9.62
2720,000000009012605,3,8
2723,000000009014329,3,3.32
3324,000000009006476,3,19.85
2703,000000009013368,3,21.05
2675,000000009017260,3,47.85
2677,000000009001410,3,57.44
318,000000009010037,3,29.02
2665,000000009009612,3,19.85
3392,000000009013698,3,26.17
3384,000000009013633,3,24.35
2682,000000009011765,3,11.79
2696,000000009017514,3,16.33
339,000000009012040,3,8.71
2698,000000009016815,3,29.92
2689,000000009011254,3,19.96
331,000000009015671,3,75.77
2694,000000009017114,3,9.86
1368,000000009005410,3,35.46
1394,000000009005161,3,41.27
1372,000000009017029,3,28.38
1930,000000009012067,3,23.43
1730,000000009015562,3,5.17
1294,000000009015715,3,17.93
1732,000000009018340,3,35.53
1751,000000009001269,3,8.35
2091,000000009015452,3,30.86
1157,000000009018299,3,33.33
1828,000000009015204,3,131.01
1739,000000009005069,3,181.29
2160,000000009017054,3,9.1
1744,000000009010128,3,15.32
1719,000000009006000,3,19.37
2177,000000009011782,3,28.13
2279,000000009014414,3,18.14
1718,000000009014052,3,55.33
1706,000000009015509,3,14.5
1301,000000009015243,3,26.42
2179,000000009007877,3,18.37
1159,000000009018066,3,4.48
1729,000000009010338,3,30.24
2087,000000009014229,3,44.95
1726,000000009008392,3,19.15
1833,000000009006046,3,8.79
1476,000000009004756,3,19.4
1300,000000009000559,3,30.74
2045,000000009017416,3,48.7
1082,000000009015046,3,84.06
1810,000000009017914,3,16.89
1109,000000009008507,3,20.32
1790,000000009018036,3,102.81
2096,000000009016030,3,41.21
2117,000000009000981,3,22.13
1067,000000009014532,3,11.88
2097,000000009005588,3,22.62
2102,000000009007070,3,18.54
1807,000000009009700,3,12.78
1387,000000009014735,3,9.51
1236,000000009014691,3,32.66
1386,000000009013996,3,12.95
1795,000000009012930,3,1.9
1771,000000009015558,3,56.94
1156,000000009018072,3,64.11
1154,000000009001380,3,7.01
1770,000000009002402,3,22.14
2141,000000009014452,3,50.22
2132,000000009012457,3,52.85
2130,000000009013087,3,7.89
2412,000000009013706,3,36.09
1062,000000009010193,3,6.78
1787,000000009002863,3,10.75
1057,000000009014380,3,66.69
2325,000000009016359,3,44.68
1780,000000009002549,3,36.44
1384,000000009014576,3,51.08
2227,000000009016687,3,88.93
2446,000000009014378,3,39.53
1627,000000009014017,3,28.22
1354,000000009002046,3,19.44
1971,000000009014891,3,25.15
1331,000000009015570,3,69.46
2249,000000009002119,3,52.76
1981,000000009007408,3,51.73
2211,000000009007950,3,10.77
2073,000000009000586,3,9.13
1326,000000009011466,3,12.37
1213,000000009017824,3,19.41
1192,000000009015042,3,37.47
2055,000000009009234,3,46.31
1345,000000009000621,3,35.34
2233,000000009012801,3,16.49
1346,000000009014625,3,22.31
1605,000000009013174,3,81.62
1198,000000009016966,3,17.64
1197,000000009016257,3,10.05
1339,000000009016403,3,36.41
1615,000000009001211,3,15.07
2246,000000009016541,3,16.74
1620,000000009014209,3,23
1591,000000009016273,3,7.42
1337,000000009002743,3,3.7
2300,000000009006402,3,14.64
1335,000000009015936,3,14.87
1668,000000009017760,3,24.46
1528,000000009006014,3,27.91
2198,000000009017235,3,21.56
1531,000000009015582,3,9.2
1663,000000009017627,3,28.6
1664,000000009013515,3,32.96
1674,000000009017893,3,35.06
1678,000000009017075,3,27.66
1690,000000009014190,3,18.14
2374,000000009013500,3,21.85
2193,000000009016551,3,82.76
1161,000000009013400,3,26.33
1523,000000009002778,3,10.93
1206,000000009016446,3,13.61
1651,000000009000908,3,7.98
2076,000000009003609,3,26.12
2204,000000009009530,3,35.9
1310,000000009012883,3,12.44
2285,000000009017323,3,36.95
2342,000000009012227,3,29.27
1846,000000009016352,3,16.63
417,000000009016701,2,4.15
1265,000000009009661,2,2.9
419,000000009006178,2,27.33
1266,000000009014387,2,11.69
424,000000009012036,2,21.7
2066,000000009018466,2,8.31
421,000000009016831,2,9.5
1261,000000009000214,2,10.61
3081,000000009014352,2,5.25
3061,000000009014107,2,1.34
1267,000000009015069,2,16.92
3073,000000009007238,2,12.69
3065,000000009015145,2,20.26
1998,000000009015960,2,62.4
3135,000000009017335,2,6.96
1317,000000009016583,2,12.01
1312,000000009014374,2,17.92
1309,000000009005006,2,12.17
1307,000000009013210,2,7.01
3128,000000009016224,2,2.16
3132,000000009008651,2,15.08
1308,000000009013572,2,0.5
3145,000000009018256,2,19.78
3174,000000009012078,2,6.77
3173,000000009013813,2,13.26
3178,000000009005554,2,31.83
3177,000000009010266,2,13.72
3161,000000009016796,2,10.08
3152,000000009014397,2,17.31
1324,000000009018485,2,15.59
3159,000000009015010,2,67.53
3158,000000009015151,2,27.34
3094,000000009001651,2,42.05
3093,000000009017868,2,20.62
1288,000000009012648,2,0.69
406,000000009012455,2,23.58
1284,000000009010776,2,11.26
408,000000009013586,2,15.9
1274,000000009011862,2,53.74
3089,000000009017429,2,61.61
1277,000000009007146,2,10.76
1289,000000009013653,2,34.89
3118,000000009015195,2,14.08
3114,000000009014279,2,42.93
400,000000009001400,2,17.78
402,000000009016898,2,28.19
1296,000000009016715,2,21.01
3101,000000009018603,2,25.52
2019,000000009016211,2,40.82
3108,000000009013923,2,4.26
3105,000000009011157,2,3.7
2197,000000009017139,2,8.73
2199,000000009015620,2,19.54
709,000000009016161,2,23.04
2190,000000009016275,2,7.81
2192,000000009016156,2,5.7
2206,000000009015174,2,12.12
729,000000009000788,2,18.86
724,000000009018566,2,9.35
2200,000000009001283,2,6.62
722,000000009017436,2,13.8
2175,000000009013167,2,24.97
2176,000000009004825,2,17.32
687,000000009014844,2,19.8
682,000000009011952,2,20.68
1221,000000009017391,2,10.96
2184,000000009014636,2,10.17
699,000000009005604,2,10.11
2181,000000009008504,2,11.07
693,000000009013695,2,9.35
2180,000000009005905,2,13.6
2232,000000009005268,2,9.86
2235,000000009013795,2,21.9
754,000000009017237,2,23.45
752,000000009016435,2,12.41
2231,000000009018333,2,21.11
765,000000009012578,2,13.27
766,000000009004563,2,6.07
762,000000009002587,2,7.44
758,000000009018440,2,13.56
759,000000009002062,2,17.06
735,000000009006786,2,9.91
2217,000000009017814,2,26.02
2214,000000009016401,2,21.98
2209,000000009012881,2,38.55
2212,000000009008203,2,0.16
747,000000009011493,2,29.15
2230,000000009017979,2,12.57
746,000000009015810,2,14.23
739,000000009014278,2,16.05
2222,000000009013808,2,6.02
443,000000009018471,2,42.72
445,000000009012791,2,4.12
437,000000009017535,2,8.83
3031,000000009017613,2,22.33
3030,000000009004653,2,13.64
514,000000009009345,2,13.43
535,000000009001739,2,16.74
2094,000000009015850,2,3.67
446,000000009012542,2,14.73
3003,000000009016568,2,15.72
1256,000000009017085,2,7.58
2070,000000009007242,2,11.94
2068,000000009008849,2,10.21
1257,000000009018528,2,41.22
427,000000009010786,2,28.68
436,000000009001891,2,21.39
2084,000000009008275,2,14.5
435,000000009016585,2,29.52
430,000000009018055,2,15.76
431,000000009018512,2,28.12
660,000000009017789,2,4.47
2161,000000009017215,2,5.32
2949,000000009014727,2,12.05
2152,000000009011104,2,15.66
2153,000000009015564,2,25.25
2172,000000009007503,2,37.36
678,000000009001436,2,27.35
672,000000009012016,2,8.31
669,000000009005086,2,6.37
2164,000000009007732,2,5.41
2118,000000009014204,2,9.04
2119,000000009015617,2,4.34
2116,000000009017084,2,22.87
1240,000000009015632,2,19.29
2113,000000009016055,2,17.12
599,000000009009982,2,24.03
2150,000000009011605,2,18.66
2127,000000009018441,2,16.43
590,000000009004838,2,45.63
1235,000000009013814,2,21.2
3180,000000009010620,2,965.18
3580,000000009005087,2,2.42
1746,000000009015181,2,39.21
1740,000000009008209,2,19.9
3593,000000009013243,2,20.99
1736,000000009009954,2,47.04
1758,000000009006144,2,5.53
1761,000000009009492,2,23.56
1757,000000009009924,2,24.75
1752,000000009017948,2,18.32
3569,000000009016236,2,40.35
3594,000000009950079,2,6375.95
1722,000000009015683,2,4.11
3611,000000009016016,2,19.74
3615,000000009015991,2,74.62
1716,000000009014248,2,27.15
3623,000000009018630,2,11.34
1731,000000009018376,2,35.23
3595,000000009011323,2,19.34
3601,000000009013674,2,6.75
3606,000000009000307,2,14.73
1464,000000009000279,2,2.44
1801,000000009000401,2,16.04
1803,000000009016397,2,21.6
1797,000000009001765,2,8.97
1793,000000009018685,2,1.19
1796,000000009012936,2,14.85
194,000000009017405,2,10.72
1818,000000009015365,2,8.03
1812,000000009011572,2,10.61
177,000000009017100,2,15.37
183,000000009006054,2,22.09
146,000000009008487,2,6.06
122,000000009000184,2,22.5
1775,000000009017519,2,11.22
116,000000009015146,2,22.25
1762,000000009013834,2,14.9
1767,000000009013883,2,2.28
1788,000000009017920,2,14.75
144,000000009015543,2,3.62
139,000000009950114,2,6724.77
1776,000000009017905,2,28.2
134,000000009015399,2,4.75
3629,000000009011238,2,15.74
1575,000000009017452,2,9.62
1622,000000009014344,2,19.29
3713,000000009016071,2,23.21
3717,000000009005975,2,27.91
3714,000000009016133,2,0.38
3702,000000009012743,2,13.01
3700,000000009018070,2,42.06
3703,000000009005133,2,2.19
1571,000000009017051,2,15.12
3704,000000009002045,2,3.37
3720,000000009017033,2,13.23
3747,000000009015438,2,21.66
3745,000000009006768,2,61.17
3755,000000009006757,2,61.52
3775,000000009014988,2,13.07
3761,000000009013921,2,1.92
1593,000000009018027,2,10.61
3723,000000009017742,2,1.75
3726,000000009018284,2,20.61
3735,000000009007738,2,5.25
3732,000000009014207,2,13.57
1676,000000009018418,2,22.05
3649,000000009012904,2,8.4
3651,000000009008341,2,11.24
1657,000000009016928,2,9.22
3657,000000009016423,2,82.1
3634,000000009012816,2,6.91
3630,000000009013810,2,15.26
1703,000000009015380,2,96.32
3648,000000009013686,2,17.01
3643,000000009009811,2,19.27
3670,000000009017763,2,22.43
3691,000000009014981,2,17.87
3689,000000009007096,2,34.79
3694,000000009016818,2,22.82
1634,000000009011490,2,38.49
3697,000000009950003,2,2171.24
1650,000000009012808,2,15.05
1536,000000009005994,2,105.72
3674,000000009018370,2,4.77
1552,000000009016552,2,26.47
3687,000000009018393,2,13.19
3268,000000009010479,2,8.93
3265,000000009017314,2,34.99
3269,000000009005579,2,21.17
3278,000000009017528,2,12.45
3277,000000009015821,2,12.55
3257,000000009018245,2,3.16
3251,000000009012121,2,22.87
3258,000000009012151,2,16.48
1363,000000009010273,2,21.56
3259,000000009006475,2,20.62
3280,000000009002316,2,2.3
371,000000009017219,2,49.16
1925,000000009013450,2,16.59
367,000000009015421,2,3.27
363,000000009005949,2,39.55
1375,000000009016246,2,30.24
3293,000000009015038,2,9.3
3287,000000009017717,2,4.21
3294,000000009015213,2,29.1
1366,000000009008897,2,10.01
1365,000000009002456,2,17.09
3196,000000009012903,2,9.99
1955,000000009007345,2,1.9
3200,000000009000040,2,13.07
3209,000000009005620,2,45.7
