   ,CUSTOMER_CODE,ORDER_COUNT,SALES_VALUE_LAKHS
3414,000000009001936,33,456.39
639,000000009000779,33,288.15
155,000000009015697,33,198.24
1507,000000009000803,33,149.65
3474,000000009013520,33,598.67
3428,000000009014171,33,834.88
2491,000000009004525,33,604.48
565,000000009005124,32,62.79
564,000000009003207,32,329.54
3483,000000009015983,32,628.52
626,000000009013261,32,484.67
2425,000000009002836,32,488
665,000000009010979,32,228.06
257,000000009010740,32,220.71
2051,000000009014796,32,841.25
2052,000000009000780,32,380.95
3453,000000009013399,32,665.52
1477,000000009011525,32,875.57
1927,000000009000078,32,865.87
162,000000009002788,32,407.53
128,000000009009620,32,1780.67
1967,000000009013193,32,887.69
1876,000000009004755,32,653.14
2823,000000009004659,31,122.42
2511,000000009000306,31,340.14
556,000000009000737,31,564.86
536,000000009010702,31,75.48
186,000000009009048,31,707.87
2494,000000009004427,31,517.77
661,000000009002163,31,861.08
3335,000000009005570,31,930.76
555,000000009012275,31,953.34
3529,000000009006485,31,443.99
1949,000000009012983,31,615.65
625,000000009015962,31,471.74
1553,000000009014829,31,909.91
1438,000000009001887,31,203.16
2539,000000009006938,31,170.45
103,000000009008767,31,397.82
2547,000000009017242,31,57.91
1053,000000009011913,31,138.57
189,000000009016165,31,690.15
22,000000009011296,31,1078.16
2431,000000009009832,31,352.76
1522,000000009011974,31,567.89
115,000000009003152,31,459.55
1048,000000009013679,30,302.77
201,000000009016502,30,340.8
3494,000000009002734,30,272.6
2989,000000009013198,30,97.35
2993,000000009016378,30,442.47
2953,000000009002429,30,154.72
176,000000009007290,30,552.49
3465,000000009015801,30,83.89
553,000000009012420,30,153.22
3408,000000009013544,30,657.36
1587,000000009014983,30,469.82
1467,000000009005112,30,282.61
1096,000000009013703,29,408.6
613,000000009011544,29,215.76
526,000000009001771,29,737
3568,000000009015668,29,400.57
1645,000000009010383,29,880.04
2435,000000009002757,29,359.78
1540,000000009014262,29,525.66
143,000000009000489,29,75.92
3106,000000009000123,29,171.72
3039,000000009008924,29,177.62
2967,000000009014565,29,402.46
2466,000000009004663,29,399.05
597,000000009015228,29,479.72
2025,000000009009823,29,972.36
1135,000000009016316,29,184.84
551,000000009002887,28,172.45
1182,000000009013225,28,402.48
2942,000000009002499,28,439.16
3017,000000009014057,28,716.91
1586,000000009012157,28,295.05
1111,000000009015357,28,282.07
636,000000009001903,28,429.13
2913,000000009002613,28,95.37
971,000000009002384,28,827.07
3053,000000009002355,28,370.12
1573,000000009016885,28,25.83
2002,000000009002833,27,100.6
1877,000000009002832,27,100.04
3457,000000009014846,27,299.51
2393,000000009004916,27,477.72
1585,000000009014230,27,396.38
1066,000000009007276,27,115.36
3542,000000009013740,27,685.54
1525,000000009015309,27,1451.74
2062,000000009018105,27,843.59
2512,000000009001886,27,433.26
1095,000000009011354,27,133.78
2489,000000009015318,27,12.16
1175,000000009014139,27,122.89
114,000000009013845,27,267.07
246,000000009014893,27,1065.36
1165,000000009000590,27,1045.4
1580,000000009017156,26,10.85
2556,000000009005523,26,794.31
3534,000000009013070,26,245.41
2488,000000009001366,26,259.74
2038,000000009016884,26,17.85
2009,000000009016215,26,946.38
3574,000000009015957,26,328.03
2600,000000009001201,26,285.78
1041,000000009013853,26,28.59
2998,000000009009766,26,123.95
1621,000000009013003,26,1235.48
3367,000000009004941,26,171.96
2645,000000009001293,26,141.4
2174,000000009015985,26,289.95
3555,000000009003473,26,4652.56
3520,000000009017220,26,750.44
1121,000000009016452,26,539.3
3547,000000009002908,26,129.44
3400,000000009013705,26,254.61
2983,000000009000467,26,115.3
622,000000009001036,26,326.91
562,000000009001862,26,124.71
40,000000009011372,26,145.37
1049,000000009012513,25,107.29
2597,000000009014954,25,146.43
1112,000000009000117,25,284.68
1582,000000009008390,25,612.08
108,000000009002891,25,122.88
3500,000000009002454,25,334.39
192,000000009008978,25,553.61
1478,000000009002160,25,194.25
2346,000000009005282,25,434.71
705,000000009016447,25,8.09
2994,000000009015928,25,315.75
1543,000000009002754,25,444.43
1958,000000009011542,25,247.23
1960,000000009009249,25,858.3
2896,000000009001429,25,132.82
2567,000000009950073,25,97707.73
627,000000009007538,25,584.74
3512,000000009017664,25,216.54
29,000000009013423,24,18.22
2074,000000009013345,24,183.6
2955,000000009011249,24,302.88
1610,000000009005162,24,232.42
1146,000000009016688,24,444.63
645,000000009002013,24,245.51
498,000000009004787,24,102.77
3329,000000009013203,24,377.93
3554,000000009000115,24,526.55
1490,000000009013958,24,719.33
3041,000000009017225,24,155.55
1119,000000009001512,24,344.87
1120,000000009015488,24,485.48
1982,000000009006892,24,254.04
2980,000000009007907,24,473.75
166,000000009009330,24,659.46
3522,000000009018352,24,41.37
2643,000000009009245,24,988
2606,000000009016017,24,449.34
634,000000009006901,24,164.11
2990,000000009009376,24,569.43
3413,000000009001315,24,103.01
3538,000000009002426,24,262.11
3436,000000009000281,24,254.64
1653,000000009016014,23,288.68
121,000000009015222,23,486.19
3004,000000009015809,23,63.29
256,000000009015707,23,104.09
3489,000000009002280,23,303.45
2564,000000009000822,23,586.69
2563,000000009016485,23,257.66
2442,000000009013208,23,385.84
2481,000000009015004,23,271.74
2970,000000009007795,23,271.65
623,000000009015765,23,466.64
2028,000000009015611,23,228.54
2139,000000009010367,23,269.35
2986,000000009014608,23,268.65
1032,000000009011280,23,67.9
2505,000000009013962,22,453.51
193,000000009007104,22,198.12
1724,000000009016304,22,1031.99
1583,000000009014578,22,431.98
2015,000000009016172,22,732.85
2348,000000009950058,22,19400.02
2046,000000009011759,22,696.87
2040,000000009017119,22,222.37
67,000000009013859,22,332.04
2404,000000009000734,22,501.86
3371,000000009002695,22,246.52
577,000000009007761,22,545.09
1900,000000009002619,22,58.42
552,000000009000290,22,722.14
291,000000009002570,22,121.43
131,000000009000168,22,145.33
1547,000000009005074,22,521.34
3552,000000009014155,22,266.77
253,000000009015926,21,462.11
3364,000000009013424,21,54.83
2072,000000009001808,21,1039.77
3499,000000009007298,21,205.07
2416,000000009007618,21,132.08
153,000000009015813,21,175.59
3086,000000009005547,21,289.55
1037,000000009000365,21,272.17
2169,000000009000926,21,1000.7
3079,000000009015982,21,247.16
3470,000000009014095,21,291.23
179,000000009014539,21,43.02
2053,000000009017629,21,393.29
653,000000009017970,21,491.35
3014,000000009005203,21,171.62
3339,000000009002885,21,398.93
1090,000000009012670,21,490.66
1163,000000009012689,21,175.54
2497,000000009007191,21,307.65
1570,000000009007556,21,433.24
3020,000000009002050,21,2356.54
1667,000000009015984,21,422.65
117,000000009013448,21,122.38
807,000000009017571,21,775.44
3607,000000009001284,21,303.59
1594,000000009009882,21,283.77
3484,000000009001690,20,219.29
3543,000000009011559,20,258.07
1972,000000009013663,20,66.69
182,000000009017115,20,661.81
120,000000009010935,20,456.55
3549,000000009013464,20,343.79
1897,000000009012075,20,437.53
1189,000000009001698,20,322.01
1646,000000009016121,20,121.45
3497,000000009000416,20,20.38
1660,000000009013682,20,408.79
1659,000000009017352,20,207.98
2047,000000009011807,20,254.65
2941,000000009011261,20,187.66
529,000000009002161,20,225.81
1021,000000009002892,20,147.07
2978,000000009013587,20,526.01
2402,000000009013497,20,12.79
506,000000009002430,20,339.95
484,000000009013099,20,252.58
3059,000000009012254,20,708.83
3459,000000009015934,20,617.62
3068,000000009002084,20,171.97
2503,000000009011582,20,236.76
1101,000000009014220,20,102.87
1075,000000009009701,20,142.56
3070,000000009001017,20,533.93
1882,000000009013126,19,40.96
1688,000000009008666,19,254.55
2560,000000009012506,19,127
1495,000000009001637,19,203.85
3019,000000009016286,19,136.56
2935,000000009008095,19,344.06
1084,000000009006805,19,27.83
3393,000000009005163,19,175.16
3557,000000009011989,19,8.84
608,000000009006577,19,175.03
1607,000000009007150,19,33.55
743,000000009011109,19,336.93
3008,000000009014354,19,130.51
618,000000009016095,19,302.52
663,000000009013950,19,64.11
480,000000009000037,19,2737.36
2919,000000009000024,18,134.12
290,000000009015827,18,210.58
1626,000000009001949,18,220
520,000000009006519,18,596.27
574,000000009014201,18,456.08
1191,000000009012976,18,232.85
2100,000000009950040,18,15576.67
1244,000000009008531,18,1482.86
2191,000000009006952,18,357.14
1521,000000009014407,18,257.42
1533,000000009000339,18,75.42
2050,000000009006854,18,202.87
3405,000000009014110,18,187.74
2086,000000009012173,18,328.44
630,000000009016918,18,286.16
686,000000009010817,18,347.17
637,000000009001100,18,217.55
3527,000000009010239,18,131.3
2586,000000009012560,18,298.66
148,000000009001071,18,299.33
503,000000009013107,18,299.28
3498,000000009017149,18,12.46
1471,000000009005414,18,399.41
1171,000000009010473,18,205.06
2572,000000009013721,18,289.24
2624,000000009016395,18,201.59
81,000000009008970,18,89.06
2873,000000009007294,18,147.02
1445,000000009008159,18,130.24
1129,000000009016689,18,114.71
1113,000000009002777,18,214.39
1132,000000009016015,18,144.5
3582,000000009009594,18,520.54
2526,000000009004735,18,59.63
1180,000000009014045,18,264.11
2904,000000009001919,18,93.26
1588,000000009000075,18,40.63
1482,000000009008199,18,30.37
2543,000000009015951,18,150.61
2548,000000009012520,18,526.21
83,000000009009607,17,212.32
172,000000009016330,17,76.24
1548,000000009000093,17,80.22
2901,000000009012871,17,229.92
1293,000000009005531,17,1644.59
3047,000000009010819,17,433.26
751,000000009016463,17,281.27
749,000000009000765,17,82.08
1978,000000009011336,17,150.03
519,000000009001048,17,66.56
2536,000000009014973,17,242.9
3514,000000009017103,17,435.67
1527,000000009013223,17,435.18
694,000000009010181,17,166.56
187,000000009000858,17,130.21
643,000000009012726,17,462.32
714,000000009004635,17,107.14
2958,000000009000301,17,173.77
2499,000000009015591,17,210.81
2215,000000009004411,17,154.1
1210,000000009013445,17,285.88
3419,000000009013290,17,220.24
3415,000000009014023,17,593.41
1566,000000009015974,17,227.19
609,000000009007058,17,137.95
2163,000000009009909,17,177.52
593,000000009002196,17,137.95
225,000000009013093,17,478.49
202,000000009017960,17,666.35
1102,000000009002894,17,95.51
272,000000009000567,17,89.11
195,000000009000022,17,83.68
1202,000000009014040,17,208.34
1029,000000009000942,17,83.83
1141,000000009001137,16,343.23
3515,000000009005375,16,236.79
2419,000000009001954,16,150.83
3517,000000009016910,16,335.64
55,000000009002049,16,161.91
1043,000000009002192,16,102.29
99,000000009012502,16,1.64
2999,000000009005360,16,131.46
2940,000000009011616,16,162.99
3085,000000009001525,16,49.35
1502,000000009012524,16,274.54
1694,000000009008190,16,514.26
3042,000000009008681,16,317.18
2972,000000009011781,16,112.61
3464,000000009015679,16,467.7
3560,000000009014789,16,417
2613,000000009010196,16,119.36
1108,000000009006987,16,169.91
3462,000000009013140,16,96.73
717,000000009001257,16,66.66
1966,000000009013977,16,235.42
2559,000000009002615,16,106.97
1177,000000009009543,16,320.88
205,000000009014643,16,117.04
3015,000000009016140,16,85.93
1564,000000009016456,16,229.85
289,000000009014535,16,76.82
610,000000009009061,16,93.63
2956,000000009005646,16,139.81
2646,000000009010351,15,10.98
3069,000000009013558,15,253.27
175,000000009016296,15,186.44
706,000000009016712,15,64.7
589,000000009002249,15,11.36
1492,000000009002751,15,82.47
2109,000000009009888,15,162.54
1704,000000009016354,15,191.6
3082,000000009015265,15,52.27
745,000000009016295,15,78.54
2864,000000009000017,15,27.07
1652,000000009009938,15,177.85
2962,000000009014985,15,438.86
2599,000000009008108,15,82.2
3410,000000009011151,15,49.24
1916,000000009002875,15,58.61
1131,000000009014105,15,82.41
9,000000009007978,15,100.54
1116,000000009010689,15,63.16
3600,000000009000946,15,209.22
1623,000000009001627,15,201.18
1572,000000009016897,15,144.19
3455,000000009015803,15,88.98
229,000000009011425,15,109.05
2537,000000009014011,15,238.43
61,000000009002023,15,127.49
2107,000000009008430,15,79.46
3012,000000009016545,15,180.26
2976,000000009012746,15,389.61
3103,000000009008361,15,57.04
3510,000000009012718,15,153.31
3308,000000009002698,15,51.01
2219,000000009013506,15,188.94
1013,000000009012236,15,343.92
1679,000000009008632,15,38.47
2934,000000009014098,15,658.6
3482,000000009006908,15,77
611,000000009950028,15,60661.22
3095,000000009001358,15,153.4
525,000000009012326,15,182.62
2557,000000009015441,14,126.28
621,000000009007335,14,133.61
2568,000000009008326,14,115.24
284,000000009001955,14,182.2
1078,000000009014701,14,291.84
3409,000000009014143,14,280.88
2842,000000009000271,14,141.24
1613,000000009013180,14,93.69
533,000000009004617,14,136.92
208,000000009005099,14,177.79
2903,000000009006243,14,105.44
2545,000000009000107,14,203.09
1107,000000009012381,14,27.51
3038,000000009017878,14,503.12
1654,000000009002514,14,31.4
2610,000000009015900,14,180.66
1574,000000009006625,14,64.67
2089,000000009007385,14,131.3
3491,000000009017027,14,687.22
210,000000009008294,14,165.77
725,000000009017090,14,154.81
3034,000000009017212,14,671.48
1609,000000009013201,14,61.06
3584,000000009017131,14,169.48
1611,000000009011577,14,33.39
1145,000000009003998,14,308.5
2944,000000009002213,14,88.29
1637,000000009015972,14,795.17
3113,000000009002811,14,85.08
2975,000000009015712,14,105.09
685,000000009014128,14,134.44
1035,000000009006784,14,88.93
1993,000000009014372,14,104.55
2049,000000009000241,14,165.11
1199,000000009016097,14,285.25
522,000000009008172,14,196.95
1880,000000009012369,14,300.37
49,000000009001001,14,460.65
782,000000009005967,14,152.94
2059,000000009016941,14,137.27
3480,000000009002697,14,162.94
2122,000000009014027,14,267.19
748,000000009016046,14,230.51
1058,000000009012353,14,158.34
718,000000009016496,14,59.59
2067,000000009011038,14,42.03
3603,000000009005923,14,477.99
2868,000000009013490,13,94.23
2708,000000009010317,13,248.64
3052,000000009013148,13,157.32
1777,000000009018095,13,46.57
3573,000000009016609,13,423.81
1136,000000009005357,13,408.54
1140,000000009000771,13,110.4
137,000000009014345,13,318.81
96,000000009012385,13,161.22
2626,000000009012824,13,123.2
130,000000009013561,13,139.71
3048,000000009001842,13,82.23
3141,000000009014371,13,286.47
2965,000000009015078,13,255.78
1669,000000009002148,13,337.62
2037,000000009013784,13,110.48
3636,000000009001060,13,42.39
3122,000000009006102,13,180.38
684,000000009011001,13,79.59
1217,000000009001362,13,57.79
2108,000000009016134,13,107.83
1557,000000009002286,13,17.16
1233,000000009012691,13,127.76
2105,000000009007701,13,93.09
540,000000009001243,13,74.68
2957,000000009000539,13,57.25
1625,000000009014751,13,161.19
2566,000000009001412,13,364.94
3021,000000009017120,13,160.74
1185,000000009001325,13,138.29
2593,000000009014481,13,671.5
1596,000000009012702,13,87.43
2992,000000009002900,13,79.98
1742,000000009009080,13,141.17
712,000000009017351,13,195.1
2478,000000009015230,13,161.17
567,000000009000454,13,155.75
3090,000000009009714,13,83.43
3072,000000009001287,13,120.22
1977,000000009013911,13,10.72
1985,000000009950004,13,12266.18
2496,000000009011983,13,193.97
98,000000009014568,12,109.91
1648,000000009010404,12,11.66
681,000000009001601,12,7.78
1513,000000009010045,12,41.31
1590,000000009017842,12,230.52
1599,000000009018263,12,101.15
1597,000000009017311,12,135.78
1612,000000009001418,12,59.45
1697,000000009012763,12,161.46
1748,000000009002924,12,209.79
92,000000009001458,12,109.63
3007,000000009012855,12,129.49
75,000000009013766,12,148.64
704,000000009013334,12,43.73
3591,000000009012468,12,442.81
1727,000000009013835,12,127.75
2582,000000009007937,12,194.83
2671,000000009012307,12,124.07
1280,000000009013118,12,261.51
2131,000000009006576,12,20.78
2162,000000009017152,12,26.48
3120,000000009015035,12,185.71
2136,000000009013861,12,301.41
2611,000000009015863,12,687.15
346,000000009015205,12,4.27
3350,000000009005598,12,450.69
3208,000000009011746,12,51.67
2035,000000009007278,12,180.02
1259,000000009010900,12,126.78
145,000000009013332,12,251.84
3023,000000009007248,12,75.49
2517,000000009001356,12,141.42
1201,000000009014857,12,163.65
1994,000000009003499,12,142.39
2524,000000009001197,12,86.89
221,000000009000795,12,293.42
2456,000000009950031,12,61518.95
2550,000000009014250,12,341.14
667,000000009013106,11,139.15
3066,000000009002014,11,76.23
3063,000000009012314,11,57.46
2515,000000009015179,11,142.25
3137,000000009016547,11,30.11
3123,000000009011090,11,72.54
2457,000000009014194,11,81.35
1700,000000009015967,11,147.42
3637,000000009005447,11,103.65
3136,000000009007616,11,172.06
1283,000000009017385,11,2.59
3071,000000009014677,11,29.1
2224,000000009011860,11,60.66
1576,000000009016700,11,287.41
2220,000000009002506,11,1917.84
1624,000000009013296,11,40.51
1220,000000009018377,11,202.08
1194,000000009016051,11,109.96
2974,000000009015007,11,131.72
1127,000000009016744,11,127.08
1167,000000009002515,11,53.33
3452,000000009009268,11,313.76
1085,000000009004410,11,101.92
2137,000000009001175,11,40.2
2959,000000009000431,11,181.96
1251,000000009007462,11,56.14
659,000000009017444,11,119.38
2043,000000009013614,11,135.84
3359,000000009012652,11,44.23
2093,000000009005712,11,173.59
2114,000000009007611,11,292.24
1632,000000009013100,11,196.07
2106,000000009012654,11,467.08
2101,000000009006111,11,693.78
624,000000009015563,11,19.32
3576,000000009000032,11,86.86
88,000000009013579,11,383.35
3537,000000009001004,11,3.29
2571,000000009018420,11,196.98
2579,000000009013034,11,334.25
2678,000000009002378,11,125.29
3571,000000009014246,11,109.79
3010,000000009015489,11,133.55
3040,000000009004490,11,80.83
802,000000009012978,11,11.65
3050,000000009011972,11,36.95
3060,000000009008934,11,88.5
1616,000000009013925,10,188.32
1923,000000009010963,10,124.14
1530,000000009014920,10,228.47
1617,000000009013863,10,264.24
605,000000009015302,10,115.79
1537,000000009014456,10,25.65
1577,000000009002601,10,58.14
673,000000009007412,10,212.63
534,000000009007537,10,52.72
1614,000000009012715,10,294.78
3162,000000009013071,10,110.34
72,000000009012015,10,127.52
3186,000000009004443,10,44.61
1018,000000009007400,10,122.53
336,000000009001764,10,83.77
132,000000009015576,10,122.42
1980,000000009001233,10,24.94
3054,000000009000455,10,132.14
1635,000000009012081,10,93.71
2674,000000009016169,10,93.83
2123,000000009016662,10,80.07
2120,000000009017167,10,130.46
1239,000000009000222,10,198.92
3404,000000009000304,10,118.37
169,000000009016710,10,164.93
328,000000009010676,10,172.27
2654,000000009012331,10,33.07
173,000000009016112,10,64.93
2995,000000009015412,10,63.9
3544,000000009011443,10,98.37
1297,000000009016488,10,58.99
2562,000000009016141,10,137.06
3493,000000009016356,10,45.62
1693,000000009013102,10,95.3
181,000000009001839,10,181.61
184,000000009014814,10,476.11
2924,000000009012926,10,246.93
1699,000000009011332,10,203.07
157,000000009008455,10,219.97
1091,000000009005013,10,78.79
2440,000000009011294,10,55.86
3564,000000009015411,10,152.34
245,000000009015725,10,39.76
3664,000000009016193,10,78.83
3647,000000009012212,10,167.14
150,000000009014400,10,80.94
1728,000000009004440,10,82.38
1153,000000009016421,10,181.11
3016,000000009008377,10,47.25
3133,000000009017000,10,76.38
697,000000009950048,10,7782.29
1488,000000009011470,10,96.96
2407,000000009013183,10,55.36
3037,000000009007586,10,131.15
200,000000009016454,10,139.81
2151,000000009001221,9,95.13
2380,000000009012176,9,287.79
3018,000000009001647,9,169.71
3559,000000009014103,9,160.69
2158,000000009010683,9,94.84
3417,000000009014627,9,48.38
3024,000000009001970,9,54.2
2910,000000009013666,9,95.88
3504,000000009016261,9,55.47
1725,000000009000196,9,593.35
3421,000000009007379,9,207.65
2167,000000009007293,9,101.7
3548,000000009011337,9,99.27
2508,000000009011389,9,119.62
3553,000000009009266,9,212.08
1889,000000009001632,9,566.85
2210,000000009013504,9,32.31
2024,000000009015096,9,128.36
1687,000000009014025,9,126
1689,000000009012532,9,49.15
1936,000000009002731,9,21.93
3126,000000009015999,9,43.4
1677,000000009018422,9,99.7
1670,000000009016394,9,13.34
2603,000000009012800,9,89.05
2605,000000009004446,9,42.13
2522,000000009016417,9,122.33
3083,000000009015760,9,50.44
3513,000000009005711,9,69.98
1953,000000009012548,9,144
3604,000000009000950,9,47.93
3087,000000009001938,9,12.09
2441,000000009011191,9,55.87
2439,000000009010302,9,226.35
3526,000000009018465,9,126.12
2012,000000009016440,9,27.71
2652,000000009018268,9,45.32
2085,000000009012498,9,111.34
3390,000000009007275,9,44.01
3541,000000009009815,9,94.58
2090,000000009013359,9,141.87
2110,000000009016415,9,96.53
2673,000000009017141,9,158.23
2661,000000009011083,9,105.56
1643,000000009015705,9,35.68
2619,000000009017014,9,84.61
3535,000000009012993,9,141.71
1656,000000009016608,9,164.09
3179,000000009002772,9,129.54
2991,000000009011317,9,51.45
3323,000000009012893,9,127.98
2495,000000009012316,9,90.75
2618,000000009007576,9,94.07
2493,000000009015414,9,132.66
2946,000000009011350,9,116.83
180,000000009014000,9,139.1
198,000000009010545,9,120.04
167,000000009014087,9,141.92
171,000000009000171,9,53.24
283,000000009015049,9,108.62
292,000000009016229,9,693.74
220,000000009013552,9,59.26
262,000000009017874,9,200.93
165,000000009014724,9,39.04
104,000000009012649,9,34.73
110,000000009014100,9,108.73
64,000000009009758,9,44.19
101,000000009011020,9,8.19
149,000000009014159,9,198.76
151,000000009016092,9,79.31
124,000000009013649,9,53.29
138,000000009010375,9,215.03
1285,000000009018495,9,218.95
1181,000000009015036,9,137.54
1137,000000009016020,9,313.27
780,000000009016723,9,76.55
822,000000009015808,9,103.08
1093,000000009014503,9,102.92
1028,000000009013759,9,88.28
1122,000000009016076,9,47.02
1094,000000009015225,9,47.99
695,000000009015493,9,53.67
1232,000000009007336,9,90.46
644,000000009017330,9,218.17
477,000000009012408,9,61.34
1243,000000009010789,9,99.34
1223,000000009012829,9,33.68
675,000000009009110,9,166.46
647,000000009007370,9,79.89
664,000000009000352,9,55
2987,000000009014939,8,71.49
207,000000009005188,8,49.94
209,000000009011703,8,113.49
3644,000000009017291,8,154.02
1578,000000009017783,8,150.11
2240,000000009014140,8,75.32
1595,000000009005626,8,193.03
2092,000000009008564,8,160.65
197,000000009001190,8,7.9
422,000000009000207,8,56.1
1579,000000009015613,8,34.39
2931,000000009014283,8,213.64
2173,000000009017418,8,88.35
2111,000000009000332,8,54.12
3469,000000009016024,8,69.74
212,000000009001108,8,90.9
3195,000000009016758,8,133.09
3495,000000009017137,8,43.08
1602,000000009016784,8,79.52
1160,000000009017097,8,106
1184,000000009015217,8,8.03
3055,000000009011062,8,21.38
2071,000000009004929,8,134.49
3546,000000009001519,8,7.12
1713,000000009001084,8,37.74
2075,000000009012794,8,36.86
3608,000000009009522,8,48.05
2065,000000009018461,8,2.78
3613,000000009007333,8,548.64
3618,000000009008232,8,89.85
2007,000000009000695,8,155.18
3115,000000009011087,8,31.53
3058,000000009011887,8,47.61
1298,000000009001984,8,103.23
1183,000000009014664,8,149.46
3638,000000009015216,8,1.95
3140,000000009017209,8,135.08
2186,000000009013607,8,44.39
2561,000000009016167,8,249.71
1707,000000009016424,8,345.61
1321,000000009016023,8,201.89
1741,000000009012606,8,98.78
2620,000000009016851,8,69.38
268,000000009012317,8,98.52
2444,000000009004465,8,127.79
3430,000000009014938,8,131.5
2475,000000009014974,8,45.73
2960,000000009015221,8,191.03
3558,000000009014254,8,63.09
1534,000000009002822,8,53.95
2138,000000009014405,8,86.35
1898,000000009012454,8,65.97
656,000000009013019,8,19.55
2157,000000009015724,8,311.89
1638,000000009012956,8,84.47
1133,000000009009209,8,124.08
1558,000000009015018,8,33.41
2642,000000009014990,8,72.9
3080,000000009016008,8,128.39
2623,000000009014485,8,129.15
293,000000009016874,8,91.57
2033,000000009016593,8,131.17
2115,000000009005953,8,48.32
249,000000009015965,8,158.02
2617,000000009014276,8,131.29
3074,000000009014585,8,28.1
715,000000009000076,8,37.74
1524,000000009014714,8,92.86
255,000000009016297,8,44.18
2112,000000009016439,8,32.01
1661,000000009009833,8,107.89
2690,000000009007918,8,48.67
3344,000000009006118,8,25.17
598,000000009013942,8,84.32
566,000000009014058,8,116.87
1784,000000009012080,7,26.98
3551,000000009010704,7,23.39
2886,000000009001122,7,111.97
1139,000000009014826,7,51.09
831,000000009004758,7,82.94
3556,000000009008305,7,160.11
2208,000000009010975,7,149.69
3092,000000009015477,7,11.88
1631,000000009013882,7,60.41
3097,000000009018487,7,78.94
733,000000009014009,7,59.08
2031,000000009016859,7,49.56
2382,000000009009644,7,37
1215,000000009009055,7,59.07
1208,000000009016792,7,23.67
2693,000000009006841,7,145.91
326,000000009002290,7,21.44
2695,000000009015463,7,10.64
373,000000009014210,7,42.83
350,000000009012577,7,21.48
251,000000009015462,7,51
2683,000000009000252,7,16.4
281,000000009013974,7,122.6
286,000000009011607,7,26.86
2636,000000009011023,7,118.79
2630,000000009011160,7,19.94
819,000000009004517,7,191.71
313,000000009014434,7,113.62
301,000000009007727,7,69.09
1203,000000009002625,7,30.83
3139,000000009016501,7,76.54
1314,000000009014704,7,77.81
3525,000000009015889,7,108.75
1311,000000009005533,7,988.44
1630,000000009000343,7,72.93
140,000000009015757,7,72.73
3130,000000009014906,7,99.6
2871,000000009012547,7,163.29
2829,000000009012945,7,86.24
226,000000009002438,7,106.5
232,000000009013563,7,49.32
3502,000000009017277,7,67.18
1174,000000009014573,7,159.91
394,000000009950046,7,4477.53
770,000000009010727,7,75.58
1276,000000009014055,7,18.64
671,000000009013267,7,90.03
670,000000009013362,7,48.21
2083,000000009014368,7,156.73
2125,000000009013667,7,48.01
674,000000009013773,7,104.27
3013,000000009016879,7,346.18
594,000000009015214,7,108.37
2079,000000009000372,7,85.38
1658,000000009016778,7,33.45
646,000000009017187,7,39.87
3049,000000009013078,7,1.65
3045,000000009018057,7,9.3
2918,000000009004114,7,32.67
3628,000000009013062,7,46.08
1254,000000009018068,7,95.11
1249,000000009005595,7,91.34
692,000000009002781,7,95.1
1692,000000009013875,7,107.99
1026,000000009013298,7,28.96
1511,000000009008963,7,136.62
1684,000000009008407,7,25.85
1686,000000009008143,7,88.92
1514,000000009009139,7,56.4
27,000000009005051,7,254.4
976,000000009004801,7,100.44
2923,000000009012223,7,93.67
1701,000000009015931,7,37.95
3640,000000009001365,7,49.98
988,000000009012148,7,117.54
2426,000000009013762,7,66.18
1247,000000009016479,7,34.77
3077,000000009009926,7,145.82
78,000000009000584,7,125.3
719,000000009017989,7,89.21
1554,000000009010219,7,30.73
3583,000000009001369,7,12.84
1603,000000009018273,7,92.32
3577,000000009007494,7,63.35
2472,000000009014999,7,90.78
3695,000000009001559,7,72.52
2470,000000009014971,7,211.95
2205,000000009016659,7,12.22
727,000000009009250,7,99.07
2142,000000009008248,7,48.62
1114,000000009015945,7,55.25
1273,000000009012918,7,79.73
720,000000009010094,7,15.8
3057,000000009013329,7,77.86
1539,000000009015589,7,532.87
3673,000000009003195,7,6.09
3056,000000009012879,7,62.69
2911,000000009010705,7,36.25
3605,000000009014744,7,227.23
708,000000009016639,7,95.13
69,000000009006609,7,49.87
1896,000000009004791,6,54.94
666,000000009000996,6,124.66
2745,000000009000747,6,127.07
2124,000000009017492,6,112.49
2149,000000009015123,6,80.79
334,000000009017765,6,93.67
390,000000009007521,6,64.94
803,000000009016911,6,137.71
797,000000009005193,6,70.68
3724,000000009017273,6,79.09
2755,000000009016932,6,40.69
315,000000009010754,6,24.32
1231,000000009013724,6,84.45
345,000000009014498,6,17.81
805,000000009017701,6,38.35
2672,000000009000206,6,31.12
2140,000000009014479,6,131.57
2704,000000009005802,6,119.87
2121,000000009016513,6,53.19
3373,000000009011929,6,57.24
2145,000000009014571,6,34.09
563,000000009011444,6,72.13
575,000000009002817,6,63.07
2945,000000009013767,6,107.45
306,000000009012503,6,22.6
707,000000009016903,6,20.15
1306,000000009008853,6,32.16
737,000000009002278,6,13.03
2057,000000009013132,6,71.87
2058,000000009002555,6,93.89
2187,000000009014433,6,63.66
1986,000000009012733,6,4.78
753,000000009017058,6,56.06
1320,000000009000192,6,5.72
741,000000009010280,6,153.56
1992,000000009015624,6,5.62
2207,000000009010682,6,7.57
1282,000000009017106,6,157.94
2032,000000009009473,6,34.24
728,000000009004551,6,55.19
3091,000000009017593,6,50.18
